locus_tag	ftype	length_bp	gene	EC_number	COG	product
EOCCNELP_00001	CDS	606				hypothetical protein
EOCCNELP_00002	CDS	981			COG0609	putative ABC transporter permease protein
EOCCNELP_00003	CDS	786	mntB		COG1121	Manganese transport system ATP-binding protein MntB
EOCCNELP_00004	CDS	1170				hypothetical protein
EOCCNELP_00005	CDS	1260	nrfA_1	1.7.2.2		Cytochrome c-552
EOCCNELP_00006	CDS	744	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
EOCCNELP_00007	CDS	1524	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
EOCCNELP_00008	CDS	555				hypothetical protein
EOCCNELP_00009	CDS	402				hypothetical protein
EOCCNELP_00010	CDS	540				hypothetical protein
EOCCNELP_00011	CDS	924	pdxK	2.7.1.35		Pyridoxine/pyridoxal/pyridoxamine kinase
EOCCNELP_00012	CDS	1062				hypothetical protein
EOCCNELP_00013	CDS	852				hypothetical protein
EOCCNELP_00014	CDS	1605				hypothetical protein
EOCCNELP_00015	CDS	813	fetB		COG0390	putative iron export permease protein FetB
EOCCNELP_00016	CDS	870	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EOCCNELP_00017	CDS	525				hypothetical protein
EOCCNELP_00018	CDS	1410				hypothetical protein
EOCCNELP_00019	CDS	468				hypothetical protein
EOCCNELP_00020	CDS	456				hypothetical protein
EOCCNELP_00021	CDS	324				hypothetical protein
EOCCNELP_00022	CDS	960				hypothetical protein
EOCCNELP_00023	CDS	975				hypothetical protein
EOCCNELP_00024	CDS	1365	moaA_1			GTP 3',8-cyclase
EOCCNELP_00025	CDS	606				hypothetical protein
EOCCNELP_00026	CDS	2307				hypothetical protein
EOCCNELP_00027	CDS	1527				hypothetical protein
EOCCNELP_00028	CDS	507				hypothetical protein
EOCCNELP_00029	tRNA	78				tRNA-Met(cat)
EOCCNELP_00030	CDS	1041				hypothetical protein
EOCCNELP_00031	CDS	1425	purF_1	2.4.2.14		Amidophosphoribosyltransferase
EOCCNELP_00032	CDS	2724	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
EOCCNELP_00033	CDS	879	menB	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
EOCCNELP_00034	CDS	867				hypothetical protein
EOCCNELP_00035	CDS	1710	fccA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
EOCCNELP_00036	CDS	1350				hypothetical protein
EOCCNELP_00037	CDS	717	ypdB		COG3279	Transcriptional regulatory protein YpdB
EOCCNELP_00038	CDS	1074	pilT		COG2805	Twitching mobility protein
EOCCNELP_00039	CDS	1209				hypothetical protein
EOCCNELP_00040	CDS	285				hypothetical protein
EOCCNELP_00041	CDS	777				hypothetical protein
EOCCNELP_00042	CDS	726		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
EOCCNELP_00043	CDS	834				hypothetical protein
EOCCNELP_00044	CDS	720				hypothetical protein
EOCCNELP_00045	CDS	420				hypothetical protein
EOCCNELP_00046	CDS	1320	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
EOCCNELP_00047	CDS	888	rlmB_1	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
EOCCNELP_00048	CDS	1083				hypothetical protein
EOCCNELP_00049	CDS	822				hypothetical protein
EOCCNELP_00050	CDS	954	uppP	3.6.1.27		Undecaprenyl-diphosphatase
EOCCNELP_00051	CDS	978				hypothetical protein
EOCCNELP_00052	CDS	462				hypothetical protein
EOCCNELP_00053	CDS	933				hypothetical protein
EOCCNELP_00054	CDS	1158				hypothetical protein
EOCCNELP_00055	CDS	2268	pcrA_1	1.97.1.-	COG0243	Perchlorate reductase subunit alpha
EOCCNELP_00056	CDS	618	soeB_1		COG0437	Sulfite dehydrogenase subunit B
EOCCNELP_00057	CDS	219				hypothetical protein
EOCCNELP_00058	CDS	360				hypothetical protein
EOCCNELP_00059	CDS	564				hypothetical protein
EOCCNELP_00060	CDS	282				hypothetical protein
EOCCNELP_00061	CDS	801	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
EOCCNELP_00062	CDS	576				hypothetical protein
EOCCNELP_00063	CDS	606				hypothetical protein
EOCCNELP_00064	CDS	840	ecfA1_1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
EOCCNELP_00065	CDS	966	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
EOCCNELP_00066	CDS	768	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
EOCCNELP_00067	CDS	324				hypothetical protein
EOCCNELP_00068	CDS	1380				hypothetical protein
EOCCNELP_00069	CDS	1017	aes	3.1.1.-		Acetyl esterase
EOCCNELP_00070	CDS	651				hypothetical protein
EOCCNELP_00071	CDS	1413				hypothetical protein
EOCCNELP_00072	CDS	432				hypothetical protein
EOCCNELP_00073	CDS	438				hypothetical protein
EOCCNELP_00074	CDS	1572	pepD	3.4.-.-	COG4690	Dipeptidase
EOCCNELP_00075	CDS	1359	tap			Multidrug efflux pump Tap
EOCCNELP_00076	CDS	846				hypothetical protein
EOCCNELP_00077	CDS	1512	ksdD_1	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
EOCCNELP_00078	tRNA	75				tRNA-Val(tac)
EOCCNELP_00079	CDS	816				hypothetical protein
EOCCNELP_00080	CDS	1317				hypothetical protein
