locus_tag	ftype	length_bp	gene	EC_number	COG	product
LKECDLPB_00001	CDS	2310				hypothetical protein
LKECDLPB_00002	CDS	384				hypothetical protein
LKECDLPB_00003	CDS	840				hypothetical protein
LKECDLPB_00004	CDS	333				hypothetical protein
LKECDLPB_00005	CDS	1821				hypothetical protein
LKECDLPB_00006	CDS	243				hypothetical protein
LKECDLPB_00007	CDS	579				hypothetical protein
LKECDLPB_00008	CDS	726				hypothetical protein
LKECDLPB_00009	CDS	1347				hypothetical protein
LKECDLPB_00010	CDS	330				hypothetical protein
LKECDLPB_00011	CDS	969				hypothetical protein
LKECDLPB_00012	CDS	1023				hypothetical protein
LKECDLPB_00013	CDS	912				hypothetical protein
LKECDLPB_00014	CDS	1344				hypothetical protein
LKECDLPB_00015	CDS	546				hypothetical protein
LKECDLPB_00016	CDS	786				hypothetical protein
LKECDLPB_00017	CDS	6042				hypothetical protein
LKECDLPB_00018	CDS	138				hypothetical protein
LKECDLPB_00019	CDS	2292				hypothetical protein
LKECDLPB_00020	CDS	792				hypothetical protein
LKECDLPB_00021	CDS	939	noc_1			Nucleoid occlusion protein
LKECDLPB_00022	CDS	828	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
LKECDLPB_00023	CDS	417				hypothetical protein
LKECDLPB_00024	CDS	915				hypothetical protein
LKECDLPB_00025	CDS	1233	lysN_1	2.6.1.39	COG1167	2-aminoadipate transaminase
LKECDLPB_00026	CDS	1113				hypothetical protein
LKECDLPB_00027	CDS	516				hypothetical protein
LKECDLPB_00028	CDS	1110				hypothetical protein
LKECDLPB_00029	CDS	462				hypothetical protein
LKECDLPB_00030	CDS	906				hypothetical protein
LKECDLPB_00031	CDS	1404	puuP		COG0531	Putrescine importer PuuP
LKECDLPB_00032	CDS	837	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
LKECDLPB_00033	CDS	909				hypothetical protein
LKECDLPB_00034	CDS	1350				hypothetical protein
LKECDLPB_00035	CDS	606	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
LKECDLPB_00036	tRNA	76				tRNA-Phe(gaa)
LKECDLPB_00037	CDS	687				hypothetical protein
LKECDLPB_00038	CDS	1446				hypothetical protein
LKECDLPB_00039	CDS	1293	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
LKECDLPB_00040	CDS	1326	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
LKECDLPB_00041	CDS	216				hypothetical protein
LKECDLPB_00042	CDS	2226	smc_1			Chromosome partition protein Smc
LKECDLPB_00043	CDS	1281				hypothetical protein
LKECDLPB_00044	CDS	1416	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
LKECDLPB_00045	CDS	585				hypothetical protein
LKECDLPB_00046	CDS	261				hypothetical protein
