locus_tag	ftype	length_bp	gene	EC_number	COG	product
PCOCELIC_00001	CDS	1968				hypothetical protein
PCOCELIC_00002	CDS	852				hypothetical protein
PCOCELIC_00003	CDS	771				hypothetical protein
PCOCELIC_00004	CDS	663				hypothetical protein
PCOCELIC_00005	CDS	672	trkA		COG0569	Trk system potassium uptake protein TrkA
PCOCELIC_00006	CDS	2064				hypothetical protein
PCOCELIC_00007	CDS	528	aroK_1	2.7.1.71	COG0703	Shikimate kinase 1
PCOCELIC_00008	CDS	1518	alsT_1		COG1115	Amino-acid carrier protein AlsT
PCOCELIC_00009	CDS	1329	mobA	2.7.7.77		Molybdenum cofactor guanylyltransferase
PCOCELIC_00010	CDS	1173	napF_1			Ferredoxin-type protein NapF
PCOCELIC_00011	CDS	849	fliY_1		COG0834	L-cystine-binding protein FliY
PCOCELIC_00012	CDS	654	artQ		COG0765	Arginine transport system permease protein ArtQ
PCOCELIC_00013	CDS	774	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
PCOCELIC_00014	CDS	1581				hypothetical protein
PCOCELIC_00015	CDS	1374	pqqE	1.21.98.4		PqqA peptide cyclase
PCOCELIC_00016	CDS	321				hypothetical protein
PCOCELIC_00017	CDS	321				hypothetical protein
PCOCELIC_00018	CDS	651				hypothetical protein
PCOCELIC_00019	CDS	123				hypothetical protein
PCOCELIC_00020	CDS	486				hypothetical protein
PCOCELIC_00021	CDS	216				hypothetical protein
PCOCELIC_00022	CDS	798				IS21 family transposase ISMac9
PCOCELIC_00023	CDS	1230				hypothetical protein
PCOCELIC_00024	CDS	507				hypothetical protein
PCOCELIC_00025	CDS	225				hypothetical protein
PCOCELIC_00026	CDS	231				hypothetical protein
PCOCELIC_00027	CDS	717	pyrH	2.7.4.22	COG0528	Uridylate kinase
PCOCELIC_00028	CDS	564	frr		COG0233	Ribosome-recycling factor
PCOCELIC_00029	CDS	780	uppS	2.5.1.31		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
PCOCELIC_00030	CDS	1029				hypothetical protein
PCOCELIC_00031	CDS	1263	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
PCOCELIC_00032	CDS	3819				hypothetical protein
PCOCELIC_00033	CDS	1113				hypothetical protein
PCOCELIC_00034	CDS	1071	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
PCOCELIC_00035	CDS	1761	proS	6.1.1.15	COG0442	Proline--tRNA ligase
PCOCELIC_00036	CDS	603				hypothetical protein
PCOCELIC_00037	CDS	513				hypothetical protein
PCOCELIC_00038	CDS	780		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
PCOCELIC_00039	CDS	543				hypothetical protein
PCOCELIC_00040	CDS	954				hypothetical protein
PCOCELIC_00041	CDS	675				hypothetical protein
PCOCELIC_00042	CDS	639				hypothetical protein
PCOCELIC_00043	CDS	909				hypothetical protein
PCOCELIC_00044	CDS	285				hypothetical protein
PCOCELIC_00045	CDS	480				hypothetical protein
PCOCELIC_00046	CDS	1296		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
