locus_tag	ftype	length_bp	gene	EC_number	COG	product
MGIMLKDG_00001	CDS	1575				hypothetical protein
MGIMLKDG_00002	CDS	1338				hypothetical protein
MGIMLKDG_00003	CDS	888	cmpR		COG0583	HTH-type transcriptional activator CmpR
MGIMLKDG_00004	CDS	984				hypothetical protein
MGIMLKDG_00005	CDS	696				hypothetical protein
MGIMLKDG_00006	CDS	504				hypothetical protein
MGIMLKDG_00007	CDS	225				hypothetical protein
MGIMLKDG_00008	CDS	690	degU		COG2197	Transcriptional regulatory protein DegU
MGIMLKDG_00009	CDS	1158				hypothetical protein
MGIMLKDG_00010	CDS	1056	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
MGIMLKDG_00011	CDS	1188				hypothetical protein
MGIMLKDG_00012	CDS	1221				hypothetical protein
MGIMLKDG_00013	tRNA	75				tRNA-Val(tac)
MGIMLKDG_00014	CDS	816				hypothetical protein
MGIMLKDG_00015	CDS	1317				hypothetical protein
MGIMLKDG_00016	CDS	1332				hypothetical protein
MGIMLKDG_00017	CDS	987				hypothetical protein
MGIMLKDG_00018	CDS	951				hypothetical protein
MGIMLKDG_00019	CDS	243				hypothetical protein
MGIMLKDG_00020	CDS	165				hypothetical protein
MGIMLKDG_00021	CDS	516				hypothetical protein
MGIMLKDG_00022	CDS	2142				hypothetical protein
MGIMLKDG_00023	CDS	441				hypothetical protein
MGIMLKDG_00024	CDS	447				hypothetical protein
MGIMLKDG_00025	CDS	291				hypothetical protein
MGIMLKDG_00026	CDS	345				hypothetical protein
MGIMLKDG_00027	CDS	1575	thrC	4.2.3.1	COG0498	Threonine synthase
MGIMLKDG_00028	CDS	282				hypothetical protein
MGIMLKDG_00029	CDS	231				hypothetical protein
MGIMLKDG_00030	CDS	2337	feoB		COG0370	Fe(2+) transporter FeoB
MGIMLKDG_00031	CDS	303				hypothetical protein
MGIMLKDG_00032	CDS	381	mntR		COG1321	Transcriptional regulator MntR
MGIMLKDG_00033	CDS	945				hypothetical protein
MGIMLKDG_00034	CDS	954	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
MGIMLKDG_00035	tRNA	83				tRNA-Leu(taa)
MGIMLKDG_00036	CDS	672				hypothetical protein
