locus_tag	ftype	length_bp	gene	EC_number	COG	product
IJBDFDPF_00001	CDS	1314	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
IJBDFDPF_00002	CDS	228				hypothetical protein
IJBDFDPF_00003	CDS	282				hypothetical protein
IJBDFDPF_00004	CDS	426				hypothetical protein
IJBDFDPF_00005	CDS	666				hypothetical protein
IJBDFDPF_00006	CDS	1326	amt			Ammonia channel
IJBDFDPF_00007	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
IJBDFDPF_00008	CDS	261				hypothetical protein
IJBDFDPF_00009	CDS	1047				hypothetical protein
IJBDFDPF_00010	CDS	243				hypothetical protein
IJBDFDPF_00011	CDS	1158				hypothetical protein
IJBDFDPF_00012	CDS	1221	rpsA		COG0539	30S ribosomal protein S1
IJBDFDPF_00013	CDS	600	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
IJBDFDPF_00014	CDS	1026				hypothetical protein
IJBDFDPF_00015	CDS	2154	uvrB		COG0556	UvrABC system protein B
IJBDFDPF_00016	CDS	1644				hypothetical protein
IJBDFDPF_00017	CDS	1617	recN		COG0497	DNA repair protein RecN
IJBDFDPF_00018	CDS	447				hypothetical protein
IJBDFDPF_00019	CDS	291				hypothetical protein
IJBDFDPF_00020	CDS	1206				hypothetical protein
IJBDFDPF_00021	CDS	1062	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
IJBDFDPF_00022	CDS	2451	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
IJBDFDPF_00023	CDS	1848	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
IJBDFDPF_00024	CDS	552				hypothetical protein
IJBDFDPF_00025	CDS	2574	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
IJBDFDPF_00026	CDS	996	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
IJBDFDPF_00027	CDS	537				hypothetical protein
IJBDFDPF_00028	CDS	2112	ligA	6.5.1.2		DNA ligase
IJBDFDPF_00029	CDS	576				hypothetical protein
IJBDFDPF_00030	CDS	2295				hypothetical protein
IJBDFDPF_00031	CDS	1146	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
IJBDFDPF_00032	CDS	150				hypothetical protein
IJBDFDPF_00033	CDS	765				hypothetical protein
IJBDFDPF_00034	CDS	819	tagG		COG1682	Teichoic acid translocation permease protein TagG
IJBDFDPF_00035	CDS	747	tagH	7.5.2.4		Teichoic acids export ATP-binding protein TagH
IJBDFDPF_00036	CDS	1767				hypothetical protein
IJBDFDPF_00037	CDS	2037				hypothetical protein
IJBDFDPF_00038	CDS	1128	tarL	2.7.8.47		Teichoic acid poly(ribitol-phosphate) polymerase
IJBDFDPF_00039	CDS	1782				hypothetical protein
IJBDFDPF_00040	CDS	717	tarI	2.7.7.40		Ribitol-5-phosphate cytidylyltransferase
IJBDFDPF_00041	CDS	1050	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
IJBDFDPF_00042	CDS	1230				hypothetical protein
IJBDFDPF_00043	CDS	3321	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
IJBDFDPF_00044	CDS	1263				hypothetical protein
IJBDFDPF_00045	CDS	1113	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
IJBDFDPF_00046	CDS	1527				hypothetical protein
IJBDFDPF_00047	CDS	1254				hypothetical protein
IJBDFDPF_00048	CDS	1080				hypothetical protein
IJBDFDPF_00049	CDS	1818	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
IJBDFDPF_00050	CDS	1215	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
IJBDFDPF_00051	CDS	696	wecA	2.7.8.40		UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase
IJBDFDPF_00052	CDS	1269				hypothetical protein
